inep,status,tempo,nome_escola,uf_escola,dependencia_escola,estudantes_escola,estudantes_escola_maior_turno,vel_adequada,status_medidor,vel_download,vel_upload,latencia,jitter,perda_pacote,nro_medicoes,medicoes_escola,max_95_down,provedoresSIMET_regiao,provedor_do_estabelecimento
15590917,sucesso,33.99,Escola Escola Estadual Prof Manoel Saturnino De Andrade Favacho,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 1270 (Censo 2025),Número de estudantes no maior turno: 469 (Censo 2025),Velocidade adequada: 469Mbit/s,,,,,,,,,,,
15588831,sucesso,37.14,Escola Escola Estadual Dalcidio Jurandir,Município: Ponta De Pedras - Para,Gestão: Estadual,Número de estudantes: 608 (Censo 2025),Número de estudantes no maior turno: 287 (Censo 2025),Velocidade adequada: 287Mbit/s,,,,,,,,,,,
15588610,sucesso,14.24,Escola Escola Estadual Simao Jacinto Dos Reis,Município: Tucuruí - Para,Gestão: Estadual,Número de estudantes: 700 (Censo 2025),Número de estudantes no maior turno: 343 (Censo 2025),Velocidade adequada: 343Mbit/s,Medidor Não instalado,,,,,,,,,"Easy Embranet Serviços De Comunicação Ltda, SpaceX Starlink",SpaceX Starlink
15588599,sucesso,21.96,Escola Escola Estadual Governador Almir Gabriel,Município: Curionópolis - Para,Gestão: Estadual,Número de estudantes: 231 (Censo 2025),Número de estudantes no maior turno: 165 (Censo 2025),Velocidade adequada: 165Mbit/s,Medidor Não instalado,,,,,,,,,"Easy Embranet Serviços De Comunicação Ltda, SpaceX Starlink",
15588378,sucesso,11.76,Escola Escola Estadual Jose Salles,Município: Castanhal - Para,Gestão: Estadual,Número de estudantes: 493 (Censo 2025),Número de estudantes no maior turno: 215 (Censo 2025),Velocidade adequada: 215Mbit/s,Medidor ativo,"152,3","38,6","56,9","1,1","0,2",233,,,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15587916,sucesso,29.32,Escola Escola De Ensino Tecnico Do Estado Do Para - Eetepa Tailandia,Município: Tailândia - Para,Gestão: Estadual,Número de estudantes: 944 (Censo 2025),Número de estudantes no maior turno: 384 (Censo 2025),Velocidade adequada: 384Mbit/s,Medidor Não instalado,,,,,,,,,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15587894,sucesso,13.98,Escola Eetepa - Itaituba,Município: Itaituba - Para,Gestão: Estadual,Número de estudantes: 424 (Censo 2025),Número de estudantes no maior turno: 185 (Censo 2025),Velocidade adequada: 185Mbit/s,Medidor ativo,"105,8","45,5","39,8","1,3",,,,,"Brasil Tecpar Amigo Avato, SpaceX Starlink",
15587886,sucesso,6.05,Escola Eetepa - Itaituba,Município: Itaituba - Para,Gestão: Estadual,Número de estudantes: 424 (Censo 2025),Número de estudantes no maior turno: 185 (Censo 2025),Velocidade adequada: 185Mbit/s,Medidor ativo,"105,8","45,5","39,8","1,3","0,5",246,,,"Brasil Tecpar Amigo Avato, SpaceX Starlink",
15587878,sucesso,19.23,Escola Centro Integrado De Educ Do Baixo Tocantins,Município: Cametá - Para,Gestão: Estadual,Número de estudantes: 599 (Censo 2025),Número de estudantes no maior turno: 242 (Censo 2025),Velocidade adequada: 242Mbit/s,Medidor ativo,"37,8","43,5","19,1","0,3","1,5",327,,,"Brasil Tecpar Amigo Avato, SpaceX Starlink",
15587711,sucesso,19.39,Escola Escola Estadual Antonio De Oliveira Gordo,Município: Moju - Para,Gestão: Estadual,Número de estudantes: 291 (Censo 2025),Número de estudantes no maior turno: 291 (Censo 2025),Velocidade adequada: 291Mbit/s,Medidor ativo,"124,2","36,2","55,2","1,2","0,5",164,163,230,"Atualnet Provedor De Internet Ltda, SpaceX Starlink",SpaceX Starlink
15587282,sucesso,19.00,Escola Escola Estadual Profa Beatriz Do Vale,Município: Alenquer - Para,Gestão: Estadual,Número de estudantes: 549 (Censo 2025),Número de estudantes no maior turno: 473 (Censo 2025),Velocidade adequada: 473Mbit/s,Medidor ativo,17,"8,2","142,9","15,9","2,9",4,4,28,"Clickip Provedores De Acesso Ltda, Telefônica Brasil Sa",Telefônica Brasil Sa
15586979,sucesso,14.27,Escola Escola Estadual Canarinho,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 260 (Censo 2025),Número de estudantes no maior turno: 132 (Censo 2025),Velocidade adequada: 132Mbit/s,Medidor ativo,"45,3","46,8",2,"0,2","0,7",112,238,48,"Wlan Sistemas Ltda Me, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15586421,timeout,60.25,,,,,,,,,,,,,,,,,
15586332,sucesso,5.59,Escola Escola Estadual Maria Benta Oliveira De Sousa,Município: Redenção - Para,Gestão: Estadual,Número de estudantes: 961 (Censo 2025),Número de estudantes no maior turno: 417 (Censo 2025),Velocidade adequada: 417Mbit/s,Medidor ativo,"211,9","48,9","30,9","1,4","0,4",333,333,360,"As Sistemas Ltda, SpaceX Starlink",SpaceX Starlink
15586316,sucesso,35.26,Escola Escola Estadual Paraense,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 204 (Censo 2025),Número de estudantes no maior turno: 204 (Censo 2025),Velocidade adequada: 204Mbit/s,Medidor ativo,"44,9","48,3","2,3","0,2","1,1",152,152,48,"Claro Nxt Telecomunicacoes Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15586227,sucesso,15.92,Escola Escola Estadual Prof Ruth Guimaraes Ferreira,Município: Benevides - Para,Gestão: Estadual,Número de estudantes: 596 (Censo 2025),Número de estudantes no maior turno: 306 (Censo 2025),Velocidade adequada: 306Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Claro Nxt Telecomunicacoes Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15585972,sucesso,26.95,Escola Escola Estadual Dr Jose Marcio Ayres,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 1177 (Censo 2025),Número de estudantes no maior turno: 501 (Censo 2025),Velocidade adequada: 501Mbit/s,Medidor ativo,"46,2","39,6","2,4","0,2","0,4",522,522,49,"Claro Nxt Telecomunicacoes Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15585891,sucesso,25.53,Escola E E E Tecnologica Do Estado Do Para - Eetepa Salvaterra,Município: Salvaterra - Para,Gestão: Estadual,Número de estudantes: 909 (Censo 2025),Número de estudantes no maior turno: 331 (Censo 2025),Velocidade adequada: 331Mbit/s,Medidor ativo,"213,8","58,1","4,6","0,1","2,1",863,522,49,"Claro Nxt Telecomunicacoes Ltda, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15585042,sucesso,22.02,Escola Escola Estadual Nelson Rebelo,Município: Marapanim - Para,Gestão: Estadual,Número de estudantes: 241 (Censo 2025),Número de estudantes no maior turno: 187 (Censo 2025),Velocidade adequada: 187Mbit/s,Medidor ativo,"176,9","40,2","68,3","1,4","0,1",231,522,49,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",SpaceX Starlink
15585026,sucesso,19.32,Escola Escola Estadual Profa Deusalina Da Cunha E Souza Carneiro,Município: Acará - Para,Gestão: Estadual,Número de estudantes: 694 (Censo 2025),Número de estudantes no maior turno: 361 (Censo 2025),Velocidade adequada: 361Mbit/s,Medidor Não instalado,,,,,,,522,49,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15584640,sucesso,22.80,Escola Escola Estadual Maestro Wilson Dias Da Fonseca,Município: Santarém - Para,Gestão: Estadual,Número de estudantes: 949 (Censo 2025),Número de estudantes no maior turno: 454 (Censo 2025),Velocidade adequada: 454Mbit/s,Medidor ativo,"70,5",41,"77,3","1,1",0,2,522,49,"Xingu Telecom Ltda, SpaceX Starlink",
15584046,sucesso,30.40,Escola Escola Estadual Agostinho Moraes De Oliveira,Município: Inhangapi - Para,Gestão: Estadual,Número de estudantes: 446 (Censo 2025),Número de estudantes no maior turno: 260 (Censo 2025),Velocidade adequada: 260Mbit/s,Medidor ativo,"72,7","37,6","58,3","1,5","0,4",438,522,49,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15584020,sucesso,20.92,Escola Escola Estadual Profa Marluce Massariol De Souza,Município: Parauapebas - Para,Gestão: Estadual,Número de estudantes: 240 (Censo 2025),Número de estudantes no maior turno: 130 (Censo 2025),Velocidade adequada: 130Mbit/s,Medidor ativo,"80,6","93,5","100,6","0,8","0,5",130,522,49,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15583910,sucesso,14.76,Escola Escola Estadual Francilandia,Município: Eldorado Do Carajás - Para,Gestão: Estadual,Número de estudantes: 538 (Censo 2025),Número de estudantes no maior turno: 196 (Censo 2025),Velocidade adequada: 196Mbit/s,Medidor ativo,"21,8","31,4","59,1","1,3","0,3",314,522,49,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15583430,sucesso,27.84,Escola Escola Estadual Salomao Matos,Município: Salvaterra - Para,Gestão: Estadual,Número de estudantes: 598 (Censo 2025),Número de estudantes no maior turno: 320 (Censo 2025),Velocidade adequada: 320Mbit/s,Medidor ativo,"162,3","49,1","50,8","1,4","0,2",572,522,49,"São Miguel Telecomunicações E Informatica Ltda M, SpaceX Starlink",
15583058,sucesso,13.79,Escola Escola Estadual Profa Ducilla Almeida Do Nascimento,Município: Altamira - Para,Gestão: Estadual,Número de estudantes: 887 (Censo 2025),Número de estudantes no maior turno: 468 (Censo 2025),Velocidade adequada: 468Mbit/s,Medidor Não instalado,,,,,,,522,49,"SpaceX Starlink, Vicnet Telecom",Vicnet Telecom
15582949,sucesso,12.18,Escola Eetepa-Escola Estadual De Educacao Tecnologica Do Para- Paragominas,Município: Paragominas - Para,Gestão: Estadual,Número de estudantes: 1121 (Censo 2025),Número de estudantes no maior turno: 566 (Censo 2025),Velocidade adequada: 566Mbit/s,Medidor ativo,"26,4","80,2","13,6","0,9",10,146,522,49,"Telefônica Brasil Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15582930,sucesso,7.38,Escola Escola Estadual Guilherme Gabriel,Município: Paragominas - Para,Gestão: Estadual,Número de estudantes: 702 (Censo 2025),Número de estudantes no maior turno: 325 (Censo 2025),Velocidade adequada: 325Mbit/s,Medidor Não instalado,,,,,,,522,49,"Telefônica Brasil Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15582728,sucesso,16.59,Escola Escola Estadual Santa Clara,Município: Anapu - Para,Gestão: Estadual,Número de estudantes: 90 (Censo 2025),Número de estudantes no maior turno: 90 (Censo 2025),Velocidade adequada: 90Mbit/s,Medidor ativo,"71,5","38,2","79,4",2,"0,9",123,522,49,"Claro Sa, SpaceX Starlink",SpaceX Starlink
15581918,sucesso,12.13,Escola Escola Estadual Dr Maria Ester Mouta De Oliveira,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 256 (Censo 2025),Número de estudantes no maior turno: 130 (Censo 2025),Velocidade adequada: 130Mbit/s,Medidor ativo,"29,4","140,7","15,8","0,2","0,5",185,522,49,"Metroflex Telecomunicacoes Ltda, Linkrm Ltda",Linkrm Ltda
15581853,sucesso,28.39,Escola Escola Estadual Profa Maria Helena Valente Tavares,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 1300 (Censo 2025),Número de estudantes no maior turno: 600 (Censo 2025),Velocidade adequada: 600Mbit/s,Medidor ativo,"45,9","47,6","2,2","0,1","0,4",435,522,49,"Conecta Internet, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15581039,sucesso,16.55,Escola Escola Estadual Centro Educacional Anchieta,Município: Itaituba - Para,Gestão: Estadual,Número de estudantes: 256 (Censo 2025),Número de estudantes no maior turno: 256 (Censo 2025),Velocidade adequada: 256Mbit/s,Medidor Não instalado,,,,,,,522,49,"Conecta Internet, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15580768,sucesso,13.30,Escola Escola Estadual Pratinha Ii,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 528 (Censo 2025),Número de estudantes no maior turno: 271 (Censo 2025),Velocidade adequada: 271Mbit/s,Medidor ativo,"117,4","33,8","69,1","1,7","0,2",103,522,49,"Telefônica Brasil Sa, SpaceX Starlink",SpaceX Starlink
15579697,sucesso,11.10,Escola Escola Estadual Liberalina Carvalho De Aragao,Município: Itupiranga - Para,Gestão: Estadual,Número de estudantes: 184 (Censo 2025),Número de estudantes no maior turno: 105 (Censo 2025),Velocidade adequada: 105Mbit/s,Medidor Não instalado,,,,,,,522,49,"Telefônica Brasil Sa, SpaceX Starlink",
15579581,sucesso,19.06,Escola Escola Estadual Maria Irany Rodrigues Da Silva,Município: Nova Ipixuna - Para,Gestão: Estadual,Número de estudantes: 312 (Censo 2025),Número de estudantes no maior turno: 155 (Censo 2025),Velocidade adequada: 155Mbit/s,Medidor ativo,"172,5","37,6","52,9","1,4","0,1",30,522,49,"Ibl Banda Larga Internet Informatica Ltda, SpaceX Starlink",
15578968,sucesso,18.55,Escola Escola Estadual Dr Inacio Koury Gabriel Neto,Município: Castanhal - Para,Gestão: Estadual,Número de estudantes: 621 (Censo 2025),Número de estudantes no maior turno: 538 (Censo 2025),Velocidade adequada: 538Mbit/s,Medidor Não instalado,,,,,,,522,49,"Ibl Banda Larga Internet Informatica Ltda, SpaceX Starlink",
15578038,sucesso,33.71,Escola Escola Estadual Nair Zaluth,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 331 (Censo 2025),Número de estudantes no maior turno: 237 (Censo 2025),Velocidade adequada: 237Mbit/s,Medidor Não instalado,,,,,,,522,49,"Ibl Banda Larga Internet Informatica Ltda, SpaceX Starlink",
15578020,sucesso,27.97,Escola Escola Estadual Izabel Amazonas,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 644 (Censo 2025),Número de estudantes no maior turno: 644 (Censo 2025),Velocidade adequada: 644Mbit/s,Medidor ativo,"46,4","31,9","47,2","2,1","5,2",15,522,49,"Click Speed Servicos De Telecomunicacoes Ltda Ep, SpaceX Starlink",
15578011,sucesso,14.35,Escola Escola Estadual Celso Rodrigues,Município: Santo Antônio Do Tauá - Para,Gestão: Estadual,Número de estudantes: 204 (Censo 2025),Número de estudantes no maior turno: 204 (Censo 2025),Velocidade adequada: 204Mbit/s,Medidor Não instalado,,,,,,,522,49,"Click Speed Servicos De Telecomunicacoes Ltda Ep, SpaceX Starlink",
15578003,sucesso,16.97,Escola Escola Estadual Vereador Raimundo De Souza Coelho,Município: Juruti - Para,Gestão: Estadual,Número de estudantes: 869 (Censo 2025),Número de estudantes no maior turno: 306 (Censo 2025),Velocidade adequada: 306Mbit/s,Medidor ativo,"195,7","95,2","70,8","0,2","2,5",962,522,49,"Clickip Provedores De Acesso Ltda, SpaceX Starlink, Ozonio Telecomunicacoes Ltda, Conecta Amazonia Telecom Ltda Me, R L Comercio Manutencao Representacao De Eletroe","SpaceX Starlink, Ozonio Telecomunicacoes Ltda, Conecta Amazonia Telecom Ltda Me, R L Comercio Manutencao Representacao De Eletroe"
15577791,sucesso,9.72,Escola Escola Estadual Magalhaes Barata,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 807 (Censo 2025),Número de estudantes no maior turno: 544 (Censo 2025),Velocidade adequada: 544Mbit/s,Medidor ativo,"45,4","42,7","2,4","0,2",1,345,522,49,"Tim Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",Prodepa Emp Tec Da Inf E Com Do Estado Do Pará
15577660,sucesso,8.41,Escola Escola Estadual Eduardo Lauande,Município: Marituba - Para,Gestão: Estadual,Número de estudantes: 308 (Censo 2025),Número de estudantes no maior turno: 156 (Censo 2025),Velocidade adequada: 156Mbit/s,Medidor ativo,"89,3","81,4","49,8",0,0,25,522,49,"Tim Sa, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15577406,sucesso,22.25,Escola Escola Estadual Dr Geraldo Mendes De Castro Veloso,Município: Marabá - Para,Gestão: Estadual,Número de estudantes: 612 (Censo 2025),Número de estudantes no maior turno: 302 (Censo 2025),Velocidade adequada: 302Mbit/s,Medidor ativo,"65,5","48,2",54,"1,2","0,2",535,522,49,"Municipio De Maraba, SpaceX Starlink, Fibralink Ltda","SpaceX Starlink, Fibralink Ltda"
15577058,sucesso,15.40,Escola Escola Estadual Dr Almir Gabriel,Município: Oriximiná - Para,Gestão: Estadual,Número de estudantes: 1131 (Censo 2025),Número de estudantes no maior turno: 403 (Censo 2025),Velocidade adequada: 403Mbit/s,Medidor ativo,"73,7","41,6","57,2","1,4","0,3",543,522,49,"Clickip Provedores De Acesso Ltda, SpaceX Starlink",SpaceX Starlink
15576396,sucesso,11.28,Escola Escola Estadual Irma Stella Maria,Município: Abaetetuba - Para,Gestão: Estadual,Número de estudantes: 890 (Censo 2025),Número de estudantes no maior turno: 448 (Censo 2025),Velocidade adequada: 448Mbit/s,Medidor Não instalado,,,,,,,522,49,"Clickip Provedores De Acesso Ltda, SpaceX Starlink",
15576370,sucesso,10.52,Escola Escola Estadual Palmira Gabriel,Município: Barcarena - Para,Gestão: Estadual,Número de estudantes: 709 (Censo 2025),Número de estudantes no maior turno: 314 (Censo 2025),Velocidade adequada: 314Mbit/s,Medidor ativo,"23,1",37,"80,3","1,1",0,8,522,49,"Online Norte Telecom Ltda, SpaceX Starlink",
15575519,sucesso,10.27,Escola Escola Estadual Severo Alves,Município: Breu Branco - Para,Gestão: Estadual,Número de estudantes: 784 (Censo 2025),Número de estudantes no maior turno: 406 (Censo 2025),Velocidade adequada: 406Mbit/s,Medidor ativo,"130,6","38,3","59,6",3,"0,5",505,522,49,"Mundial Net Telecom Epp, SpaceX Starlink",
15575497,sucesso,11.02,Escola Escola Estadual Maria Jose Santana Da Silva,Município: Anapu - Para,Gestão: Estadual,Número de estudantes: 619 (Censo 2025),Número de estudantes no maior turno: 288 (Censo 2025),Velocidade adequada: 288Mbit/s,Medidor ativo,311,"273,2","38,3","0,1","1,1",59,522,49,"Mundial Net Telecom Epp, SpaceX Starlink",
15575217,sucesso,11.63,Escola Anexo Ee Indigena Francisco Magno Tembe - Aldeia Jacare,Município: Capitão Poço - Para,Gestão: Estadual,Número de estudantes: 10 (Censo 2025),Número de estudantes no maior turno: 7 (Censo 2025),Velocidade adequada: 50Mbit/s,Medidor Não instalado,,,,,,,522,49,"Mundial Net Telecom Epp, SpaceX Starlink",
15574865,sucesso,18.35,Escola Escola Estadual Deputado Nicias Ribeiro,Município: Portel - Para,Gestão: Estadual,Número de estudantes: 1034 (Censo 2025),Número de estudantes no maior turno: 463 (Censo 2025),Velocidade adequada: 463Mbit/s,Medidor ativo,"469,1","160,3","43,6","0,3","1,8",1015,522,49,"Mundial Net Telecom Epp, SpaceX Starlink",
15574261,sucesso,7.04,Escola Escola Estadual Indigena Tatakt Kyikateje,Município: Bom Jesus Do Tocantins - Para,Gestão: Estadual,Número de estudantes: 81 (Censo 2025),Número de estudantes no maior turno: 46 (Censo 2025),Velocidade adequada: 50Mbit/s,Medidor Não instalado,,,,,,,522,49,"Mundial Net Telecom Epp, SpaceX Starlink",
15574199,sucesso,11.15,Escola Escola Estadual Raimundo Vera Cruz,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 978 (Censo 2025),Número de estudantes no maior turno: 470 (Censo 2025),Velocidade adequada: 470Mbit/s,Medidor ativo,56,"36,5","54,3","1,7","0,6",490,522,49,"Nexcess Soluções De Redes Ltda, SpaceX Starlink",
15574156,sucesso,12.63,Escola Escola Estadual Nossa Senhora De Guadalupe,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 695 (Censo 2025),Número de estudantes no maior turno: 361 (Censo 2025),Velocidade adequada: 361Mbit/s,Medidor ativo,"65,4",37,59,"1,3","0,6",285,522,49,"Telefônica Brasil Sa, SpaceX Starlink",
15573710,sucesso,7.66,Escola Escola Estadual Cruzeiro Do Sul,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 569 (Censo 2025),Número de estudantes no maior turno: 312 (Censo 2025),Velocidade adequada: 312Mbit/s,Medidor Não instalado,,,,,,,522,49,"Telefônica Brasil Sa, SpaceX Starlink",
15574261,sucesso,7.84,Escola Escola Estadual Indigena Tatakt Kyikateje,Município: Bom Jesus Do Tocantins - Para,Gestão: Estadual,Número de estudantes: 81 (Censo 2025),Número de estudantes no maior turno: 46 (Censo 2025),Velocidade adequada: 50Mbit/s,,,,,,,,,,,
15573702,sucesso,18.88,Escola Escola Estadual Franklin De Menezes,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 385 (Censo 2025),Número de estudantes no maior turno: 208 (Censo 2025),Velocidade adequada: 208Mbit/s,Medidor ativo,"287,2","221,8","35,2","0,1","0,2",327,522,49,"Telefônica Brasil Sa, SpaceX Starlink",
15574199,erro,0.00,,,,,,,,,,,,,,,,,
15573613,sucesso,8.43,Escola Escola Estadual Xv De Outubro - Guama,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 465 (Censo 2025),Número de estudantes no maior turno: 247 (Censo 2025),Velocidade adequada: 247Mbit/s,Medidor Não instalado,,,,,,,522,49,"Telefônica Brasil Sa, SpaceX Starlink",
15573605,sucesso,12.62,Escola Escola Estadual Carananduba,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 269 (Censo 2025),Número de estudantes no maior turno: 136 (Censo 2025),Velocidade adequada: 136Mbit/s,Medidor ativo,"83,6","16,2","141,3","2,8",0,2,657,84,"Voob Telecom, SpaceX Starlink",SpaceX Starlink
15573206,sucesso,15.02,Escola Escola Estadual Santa Luzia De Marilac,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 471 (Censo 2025),Número de estudantes no maior turno: 208 (Censo 2025),Velocidade adequada: 208Mbit/s,Medidor ativo,"3,7","26,9","64,3",2,"0,9",372,372,19,"Voob Telecom, SpaceX Starlink",
15572226,sucesso,7.88,Escola Escola Estadual Manoel Antonio De Castro,Município: Igarapé-Miri - Para,Gestão: Estadual,Número de estudantes: 709 (Censo 2025),Número de estudantes no maior turno: 282 (Censo 2025),Velocidade adequada: 282Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Voob Telecom, SpaceX Starlink",
15572102,sucesso,7.99,Escola Escola Estadual Paracuri Ii,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 349 (Censo 2025),Número de estudantes no maior turno: 177 (Censo 2025),Velocidade adequada: 177Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Voob Telecom, SpaceX Starlink",
15572099,sucesso,10.50,Escola Escola Estadual C Presidente Fernando Henrique,Município: Monte Alegre - Para,Gestão: Estadual,Número de estudantes: 116 (Censo 2025),Número de estudantes no maior turno: 116 (Censo 2025),Velocidade adequada: 116Mbit/s,Medidor ativo,"86,8","31,9","80,4","0,1",8,313,NA,-,"Claro Sa, Clickip Provedores De Acesso Ltda, Ew De Aguiar Lima E Comercio Epp",Ew De Aguiar Lima E Comercio Epp
15571955,sucesso,8.42,Escola Escola Estadual Benedito Celso Padua Costa,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 215 (Censo 2025),Número de estudantes no maior turno: 109 (Censo 2025),Velocidade adequada: 109Mbit/s,Medidor ativo,"70,7",31,"73,4","0,9","0,2",98,NA,-,"Claro Sa, Clickip Provedores De Acesso Ltda, Ew De Aguiar Lima E Comercio Epp",
15571831,sucesso,11.34,Escola Escola Estadual Profa Izabel Amazonas,Município: Ulianópolis - Para,Gestão: Estadual,Número de estudantes: 1108 (Censo 2025),Número de estudantes no maior turno: 443 (Censo 2025),Velocidade adequada: 443Mbit/s,Medidor ativo,155,96,"64,9","14,6",0,11,NA,-,"Mb Serviços Em Telecomunicações Ltda, Alternativa Telecom",Alternativa Telecom
15570193,sucesso,10.01,Escola Escola Estadual Enedina Sampaio Melo,Município: Igarapé-Miri - Para,Gestão: Estadual,Número de estudantes: 838 (Censo 2025),Número de estudantes no maior turno: 427 (Censo 2025),Velocidade adequada: 427Mbit/s,Medidor ativo,"90,8","94,1","50,4","0,1","0,3",16,NA,-,"Provecom Telecomunicacoes Ltda, Compuservice Empreendimentos Ltda",Compuservice Empreendimentos Ltda
15569748,sucesso,9.47,Escola Escola Estadual Felipe Patroni,Município: Acará - Para,Gestão: Estadual,Número de estudantes: 804 (Censo 2025),Número de estudantes no maior turno: 336 (Censo 2025),Velocidade adequada: 336Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Provecom Telecomunicacoes Ltda, Compuservice Empreendimentos Ltda",
15568873,sucesso,14.77,Escola Escola Estadual Profa Ernestina Pereira Maia,Município: Moju - Para,Gestão: Estadual,Número de estudantes: 1216 (Censo 2025),Número de estudantes no maior turno: 543 (Censo 2025),Velocidade adequada: 543Mbit/s,Medidor ativo,"28,4","25,7","52,5","17,4","5,5",311,NA,-,"Vlink Telecom, SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará","SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará"
15568857,sucesso,15.56,Escola Escola Estadual Profa Dalila Afonso Cunha,Município: Igarapé-Miri - Para,Gestão: Estadual,Número de estudantes: 306 (Censo 2025),Número de estudantes no maior turno: 168 (Censo 2025),Velocidade adequada: 168Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Vlink Telecom, SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15567788,sucesso,17.45,Escola Escola Estadual Prof Jorge Lopes Raposo,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 1165 (Censo 2025),Número de estudantes no maior turno: 485 (Censo 2025),Velocidade adequada: 485Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Vlink Telecom, SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15566838,sucesso,16.31,Escola Escola Estadual Soraya Marques Chayb,Município: Curuá - Para,Gestão: Estadual,Número de estudantes: 597 (Censo 2025),Número de estudantes no maior turno: 270 (Censo 2025),Velocidade adequada: 270Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Vlink Telecom, SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15564371,sucesso,13.05,Escola Escola Estadual Prof Nagib Coelho Matni,Município: Belém - Para,Gestão: Estadual,Número de estudantes: 786 (Censo 2025),Número de estudantes no maior turno: 375 (Censo 2025),Velocidade adequada: 375Mbit/s,Medidor Não instalado,,,,,,,NA,-,"Vlink Telecom, SpaceX Starlink, Prodepa Emp Tec Da Inf E Com Do Estado Do Pará",
15564363,sucesso,17.22,Escola Escola Estadual Prof Francisco Paulo Do Nascimento Mendes,Município: Ananindeua - Para,Gestão: Estadual,Número de estudantes: 1119 (Censo 2025),Número de estudantes no maior turno: 468 (Censo 2025),Velocidade adequada: 468Mbit/s,Medidor ativo,"20,9","23,1","71,3","3,4","1,5",83,NA,-,"V Tal, SpaceX Starlink",SpaceX Starlink
15563634,sucesso,18.17,Escola Centro De Atendimento Educacional Especializado Dr Jose Tadeu Duarte Bastos,Município: Santarém - Para,Gestão: Estadual,Número de estudantes: 0 (Censo 2025),Número de estudantes no maior turno: NA (Censo 2025),Velocidade adequada: NAMbit/s,Medidor ativo,"117,5","37,6",73,"1,1","0,1",29,NA,-,"Telefônica Brasil Sa, SpaceX Starlink, Rpnet Telecom","SpaceX Starlink, Rpnet Telecom"
